代码	名称	涨幅%%	现价	流通市值	流通股本(万)	市盈(动)	细分行业	当日___超大单	5分钟___涨幅%%	换手%%	今开	最高	最低	昨收	活跃度	总金额	量比	涨跌	
300466	赛摩电气	--  	29.86	         28.49亿	       9540.00	   660.80	电器仪表	--  	--  	          0.00	--  	--  	--  	29.86	      0	0	  0.00	--  	
300445	康斯特	0.53	28.50	         11.63亿	       4080.00	   172.35	电器仪表	 -770.4万	0.24	         10.65	28.12	28.66	28.00	28.35	   1970	123223696	  2.51	0.15	
300430	诚益通	-1.21	49.18	         20.32亿	       4132.16	    77.79	电器仪表	 -445.4万	-0.02	          2.92	49.81	49.97	48.60	49.78	   1232	59404224	  0.80	-0.60	
300417	南华仪器	0.61	44.26	         12.21亿	       2757.92	   110.59	电器仪表	  555.9万	-0.04	          3.40	43.94	44.30	43.18	43.99	    932	41151016	  1.18	0.27	
300416	苏试试验	-0.40	37.55	         22.88亿	       6092.00	   120.24	电器仪表	   0.00	0.07	          1.44	37.70	38.41	37.42	37.70	    720	33138986	  0.45	-0.15	
300410	正业科技	1.00	46.67	         22.75亿	       4875.00	   211.88	电器仪表	  963.1万	0.00	          3.86	46.21	46.98	46.03	46.21	   1715	87691944	  0.80	0.46	
300371	汇中股份	-0.63	31.69	         11.25亿	       3551.13	   229.26	电器仪表	  -95.6万	0.18	          2.16	31.89	31.89	31.18	31.89	    836	24250176	  0.84	-0.20	
300370	安控科技	-1.10	10.75	         27.78亿	      25841.03	--  	电器仪表	  -82.3万	0.27	          2.08	10.80	10.95	10.65	10.87	   1285	57754112	  0.67	-0.12	
300360	炬华科技	-0.24	20.83	         23.41亿	      11238.65	    29.68	电器仪表	 -254.4万	-0.09	          1.10	20.96	21.00	20.68	20.88	    656	25790158	  0.86	-0.05	
300354	东华测试	-0.33	27.52	         18.32亿	       6656.64	  1267.20	电器仪表	   0.00	0.03	          1.67	27.52	27.77	27.05	27.61	    897	30476286	  0.77	-0.09	
300349	金卡股份	0.00	32.00	         47.77亿	      14926.91	    73.31	电器仪表	   76.6万	0.12	          0.79	31.70	32.28	31.70	32.00	    798	37402552	  0.69	0.00	
300338	开元仪器	0.46	22.02	         37.07亿	      16835.38	   550.22	电器仪表	 -473.0万	0.50	          2.31	22.00	22.18	21.20	21.92	   1237	84655352	  0.75	0.10	
300306	远方光电	-0.22	27.58	         32.46亿	      11768.13	    85.53	电器仪表	  -1611万	0.14	          3.12	27.14	27.69	27.00	27.64	   1625	100382264	  0.74	-0.06	
300286	安科瑞	0.32	28.37	         24.54亿	       8650.96	    51.08	电器仪表	 -561.6万	-0.03	          1.50	28.01	28.48	28.00	28.28	    819	36816636	  1.08	0.09	
300259	新天科技	-1.01	11.74	         30.30亿	      25807.99	    72.29	电器仪表	  -68.5万	0.17	          1.19	11.79	11.91	11.62	11.86	   1189	36181836	  0.87	-0.12	
300217	东方电热	1.23	4.92	         42.81亿	      87022.14	   127.11	电器仪表	  -1041万	0.00	          4.15	4.87	4.94	4.81	4.86	   2288	176417216	  1.35	0.06	
300165	天瑞仪器	--  	11.26	         33.24亿	      29524.64	    71.26	电器仪表	--  	--  	          0.00	--  	--  	--  	11.26	      0	0	  0.00	--  	
300124	汇川技术	0.34	20.61	        260.38亿	     126335.27	    42.53	电器仪表	  -1705万	0.00	          1.02	20.45	20.72	20.20	20.54	   3102	263265536	  0.72	0.07	
300112	万讯自控	-0.46	15.09	         20.42亿	      13535.34	   210.40	电器仪表	  -74.8万	0.60	          1.42	15.19	15.19	14.85	15.16	   1136	28877908	  0.86	-0.07	
300105	龙源技术	0.11	8.73	         44.80亿	      51321.60	--  	电器仪表	 -443.8万	0.22	          1.35	8.71	8.74	8.55	8.72	   1224	59983220	  1.05	0.01	
300099	尤洛卡	0.74	9.55	         34.13亿	      35734.19	  1024.88	电器仪表	  817.4万	-0.10	          3.11	9.45	9.60	9.41	9.48	   2025	105818840	  1.39	0.07	
300097	智云股份	0.26	50.28	         41.69亿	       8292.33	    73.77	电器仪表	 -241.7万	0.05	          2.64	50.10	50.78	49.70	50.15	   1771	109641920	  0.60	0.13	
300066	三川智慧	-1.33	7.41	         69.53亿	      93838.46	    52.20	电器仪表	 -793.1万	0.00	          1.46	7.47	7.48	7.35	7.51	   2452	101069712	  0.83	-0.10	
300012	华测检测	1.47	13.76	         93.24亿	      67759.77	   326.55	电器仪表	 -341.9万	0.14	          1.09	13.56	13.85	13.43	13.56	   1887	100665736	  0.87	0.20	
300007	汉威电子	0.51	23.79	         53.21亿	      22364.56	    81.11	电器仪表	   68.5万	0.04	          1.59	23.68	23.90	23.46	23.67	   1416	84264104	  0.71	0.12	
002767	先锋电子	-1.38	37.88	         14.20亿	       3750.00	   147.71	电器仪表	 -496.9万	-0.31	          3.56	38.41	38.41	37.74	38.41	   1077	50574552	  0.90	-0.53	
002527	新时达	-0.39	15.17	         55.72亿	      36731.32	    51.98	电器仪表	 -536.2万	0.00	          1.03	15.27	15.28	15.03	15.23	   1387	57456036	  0.82	-0.06	
002518	科士达	0.84	21.54	         91.12亿	      42302.28	    42.17	电器仪表	  620.8万	-0.04	          0.51	21.45	21.56	21.20	21.36	   1032	45962024	  1.15	0.18	
002415	海康威视	0.08	25.16	       1186.06亿	     471408.50	    23.75	电器仪表	 -536.9万	0.00	          0.23	25.20	25.46	25.05	25.14	   3614	269689120	  0.54	0.02	
002414	高德红外	-0.64	26.55	        123.42亿	      46487.66	   215.75	电器仪表	 -331.1万	0.15	          0.35	26.65	26.83	26.31	26.72	    837	43052668	  0.64	-0.17	
002338	奥普光电	-0.74	52.47	         62.48亿	      11907.94	   120.67	电器仪表	   0.00	0.07	          0.26	52.86	52.90	52.21	52.86	    514	16150646	  0.61	-0.39	
002236	大华股份	-0.95	15.64	        267.24亿	     170870.70	    31.95	电器仪表	  -3040万	0.19	          0.81	15.80	15.82	15.46	15.79	   2496	216426464	  0.79	-0.15	
002214	大立科技	-0.58	12.00	         42.64亿	      35534.01	   161.71	电器仪表	   0.00	0.16	          0.54	12.08	12.11	11.95	12.07	   1063	23156728	  0.65	-0.07	
002197	证通电子	-0.86	18.49	         62.35亿	      33721.80	   470.75	电器仪表	  131.6万	0.00	          1.23	18.59	18.59	18.35	18.65	   1840	76741784	  0.84	-0.16	
002175	东方网络	--  	17.69	         91.63亿	      51799.60	   302.00	电器仪表	--  	--  	          0.00	--  	--  	--  	17.69	      0	0	  0.00	--  	
002121	科陆电子	0.31	9.70	         67.60亿	      69686.95	    78.62	电器仪表	 -326.2万	0.10	          0.85	9.66	9.73	9.61	9.67	   1782	57462252	  0.83	0.03	
002058	威 尔 泰	-0.68	24.80	         35.57亿	      14341.82	--  	电器仪表	   65.5万	-0.20	          1.17	24.85	25.09	24.70	24.97	   1418	41668436	  0.83	-0.17	
002008	大族激光	-1.02	22.37	        221.52亿	      99025.65	    29.85	电器仪表	  579.6万	-0.04	          1.22	22.78	22.82	22.28	22.60	   3216	271849632	  1.13	-0.23	
000988	华工科技	0.28	17.71	        157.82亿	      89111.65	    67.28	电器仪表	   84.0万	-0.05	          1.19	17.57	17.75	17.52	17.66	   2827	187608688	  0.68	0.05	
600710	*ST常林	--  	0.00	          0.00亿	      64028.39	--  	工程机械	--  	--  	          0.00	--  	--  	--  	--  	      0	0	  0.00	--  	
601717	郑煤机	-0.98	6.04	         83.22亿	     137788.78	   115.97	工程机械	  -1965万	0.00	          0.97	6.09	6.10	6.00	6.10	   1301	80767776	  0.88	-0.06	
601106	中国一重	-1.68	5.85	        382.47亿	     653800.00	--  	工程机械	  -1.22亿	-0.17	          3.99	6.04	6.04	5.73	5.95	   2830	1526838912	  4.00	-0.10	
601100	恒立液压	0.15	13.47	         33.31亿	      24727.50	   149.88	工程机械	   52.7万	0.07	          0.73	13.46	13.59	13.33	13.45	    560	24323620	  0.69	0.02	
600984	建设机械	0.55	9.20	         39.87亿	      43334.71	    93.65	工程机械	  -78.6万	0.21	          0.45	9.14	9.21	9.09	9.15	   1052	17998084	  0.63	0.05	
600815	厦工股份	-0.61	6.57	         63.00亿	      95897.00	--  	工程机械	 -764.5万	0.30	          0.71	6.60	6.63	6.47	6.61	   1113	44611624	  0.96	-0.04	
600761	安徽合力	-0.53	11.25	         69.39亿	      61681.73	    17.87	工程机械	 -376.2万	0.26	          0.62	11.31	11.31	11.11	11.31	    900	42970660	  0.91	-0.06	
600582	天地科技	0.00	4.57	        126.79亿	     277433.59	    32.71	工程机械	 -505.2万	0.21	          0.41	4.57	4.57	4.52	4.57	   1147	52238744	  0.83	0.00	
600320	振华重工	0.00	4.85	        134.26亿	     276833.13	    94.81	工程机械	   45.5万	0.00	          0.30	4.84	4.86	4.80	4.85	   1092	39631728	  1.03	0.00	
600169	太原重工	-0.24	4.17	        101.08亿	     242395.50	--  	工程机械	 -500.5万	0.00	          0.83	4.17	4.19	4.13	4.18	   1253	83271984	  1.11	-0.01	
600031	三一重工	-0.53	5.67	        430.56亿	     759372.06	   156.41	工程机械	  -1405万	0.00	          0.31	5.69	5.70	5.62	5.70	   2018	133871736	  0.86	-0.03	
300308	中际装备	9.99	21.90	         46.99亿	      21454.58	   444.48	工程机械	 -466.6万	0.00	          0.30	21.90	21.90	21.90	19.91	    159	14174490	  2.45	1.99	
300185	通裕重工	1.24	3.26	         88.45亿	     271324.72	    64.11	工程机械	   5834万	0.00	          3.95	3.23	3.27	3.20	3.22	   3077	346806880	  1.79	0.04	
300103	达刚路机	-1.01	18.62	         15.71亿	       8438.90	   134.36	工程机械	 -439.8万	0.21	          5.15	18.73	18.75	18.28	18.81	   1391	80268680	  1.04	-0.19	
300035	中科电气	-3.45	16.81	         31.25亿	      18592.22	   126.21	工程机械	  -3556万	-0.11	          8.53	17.23	17.34	16.68	17.41	   3069	268736576	  0.84	-0.60	
002685	华东重机	-8.61	10.09	         56.50亿	      56000.00	   229.46	工程机械	  -4909万	-0.09	          7.53	10.36	10.76	9.96	11.04	   3779	433361120	  1.39	-0.95	
002667	鞍重股份	-2.16	36.19	         31.21亿	       8624.25	--  	工程机械	  -1091万	-0.16	          3.17	36.85	36.90	35.86	36.99	   1193	99182984	  0.98	-0.80	
002535	林州重机	-1.92	7.14	         37.10亿	      51958.05	   313.54	工程机械	  -1880万	-0.13	          3.74	7.20	7.26	7.10	7.28	   2216	139278208	  1.23	-0.14	
002526	山东矿机	--  	10.12	         39.96亿	      39488.85	--  	工程机械	--  	--  	          0.00	--  	--  	--  	10.12	      0	0	  0.00	--  	
002523	天桥起重	-1.59	6.81	         43.98亿	      64574.19	    79.12	工程机械	 -711.1万	0.00	          1.56	6.90	6.91	6.77	6.92	   1970	68699096	  0.77	-0.11	
002483	润邦股份	-0.75	13.32	         47.85亿	      35923.89	    41.98	工程机械	   45.5万	0.07	          1.21	13.39	13.40	13.22	13.42	   1350	57845580	  0.89	-0.10	
002459	天业通联	0.00	17.10	         34.80亿	      20352.77	   949.30	工程机械	  -50.3万	0.58	          0.80	17.10	17.15	16.80	17.10	    736	27479692	  0.53	0.00	
002158	汉钟精机	0.26	11.55	         61.26亿	      53038.10	    37.90	工程机械	   0.00	-0.08	          0.33	11.52	11.58	11.43	11.52	    786	20066480	  0.56	0.03	
002097	山河智能	-0.70	9.91	         62.38亿	      62945.55	   212.16	工程机械	 -876.2万	0.00	          1.71	9.99	10.03	9.82	9.98	   2391	106374960	  0.63	-0.07	
002011	盾安环境	0.84	10.76	         90.36亿	      83980.42	    83.37	工程机械	   -2.5万	-0.09	          0.65	10.67	10.86	10.62	10.67	   1646	58434308	  0.96	0.09	
002009	天奇股份	-1.90	17.07	         44.79亿	      26241.22	    64.02	工程机械	  -1471万	0.05	          4.25	17.25	17.34	16.90	17.40	   2627	190746736	  0.95	-0.33	
000923	河北宣工	--  	15.80	         31.28亿	      19800.00	--  	工程机械	--  	--  	          0.00	--  	--  	--  	15.80	      0	0	  0.00	--  	
000811	烟台冰轮	1.47	14.50	         58.47亿	      40323.96	    18.43	工程机械	  765.8万	0.00	          2.04	14.20	14.52	14.05	14.29	   1592	117997064	  1.11	0.21	
000680	山推股份	-1.39	5.69	         60.14亿	     105694.97	   256.10	工程机械	  -2128万	0.00	          2.17	5.75	5.76	5.59	5.77	   2023	129935152	  1.10	-0.08	
000528	柳 工	-0.95	7.27	         81.79亿	     112507.75	   255.85	工程机械	 -837.7万	-0.13	          0.76	7.33	7.37	7.21	7.34	   1439	62451576	  0.93	-0.07	
000425	徐工机械	-0.31	3.23	        225.89亿	     699356.56	    89.11	工程机械	 -871.2万	0.00	          0.43	3.25	3.25	3.21	3.24	   3158	96203656	  1.05	-0.01	
000157	中联重科	-0.44	4.52	        283.20亿	     626556.88	--  	工程机械	  -4475万	0.22	          0.61	4.53	4.56	4.47	4.54	   2835	173614000	  0.91	-0.02	
603988	中电电机	-1.41	65.94	         14.77亿	       2240.00	   143.04	电气设备	 -589.5万	0.57	         30.85	65.52	68.98	64.70	66.88	   2628	461710816	  1.61	-0.94	
603861	白云电器	0.10	40.08	         19.68亿	       4910.00	   169.40	电气设备	   96.3万	0.00	         15.68	39.91	40.80	39.21	40.04	   2491	308351264	  0.75	0.04	
603703	盛洋科技	-3.91	34.13	         32.74亿	       9591.87	   331.72	电气设备	  -1985万	0.76	          8.81	34.55	35.30	33.33	35.52	   2367	290319072	  0.68	-1.39	
603618	杭电股份	-1.53	14.19	         37.36亿	      26325.00	    68.50	电气设备	 -405.5万	-0.07	          3.10	14.43	14.51	14.07	14.41	   2044	115923736	  0.86	-0.22	
603606	东方电缆	0.00	14.68	         20.44亿	      13923.79	   106.52	电气设备	  797.7万	1.45	          4.06	14.64	14.80	14.33	14.68	   1252	82122800	  1.91	0.00	
603515	欧普照明	0.40	40.34	         23.40亿	       5800.00	    63.84	电气设备	  -97.0万	-0.17	          6.25	40.14	40.80	39.84	40.18	   1938	145851616	  0.65	0.16	
603355	莱克电气	-1.02	41.88	         27.93亿	       6669.00	    38.04	电气设备	 -302.8万	-0.23	          2.73	42.20	42.50	41.64	42.31	   1367	76272152	  0.71	-0.43	
603333	明星电缆	-1.80	8.20	         42.64亿	      52000.50	--  	电气设备	 -540.4万	-0.24	          1.18	8.30	8.30	8.11	8.35	   1007	50232656	  0.82	-0.15	
603016	新宏泰	1.02	40.68	         15.07亿	       3705.00	    89.62	电气设备	 -240.4万	-0.22	         11.15	40.00	42.18	39.60	40.27	   2038	169255520	  1.79	0.41	
603015	弘讯科技	-0.68	13.10	         20.99亿	      16020.00	    86.18	电气设备	 -217.3万	0.07	          1.29	13.18	13.18	13.00	13.19	    809	27095936	  0.69	-0.09	
601877	正泰电器	-2.01	22.38	        295.29亿	     131944.59	    18.40	电气设备	  -2945万	-0.17	          0.79	22.66	22.77	22.30	22.84	   1927	234660656	  0.96	-0.46	
601727	上海电气	0.00	8.42	        829.49亿	     985140.13	    45.26	电气设备	   0.00	0.00	          0.00	--  	--  	--  	8.42	      1	0	  0.00	0.00	
601700	风范股份	-6.53	8.59	         96.44亿	     112269.07	    43.47	电气设备	  -8381万	0.46	          5.99	8.86	8.94	8.46	9.19	   2774	585599104	  1.66	-0.60	
601616	广电电气	-1.51	6.51	         60.91亿	      93557.50	--  	电气设备	 -999.0万	0.15	          1.32	6.56	6.63	6.42	6.61	   1471	80303920	  0.56	-0.10	
601558	华锐风电	-0.74	2.67	        151.18亿	     566220.00	--  	电气设备	  -7594万	0.37	          1.36	2.69	2.69	2.64	2.69	   1965	204717264	  1.45	-0.02	
601311	骆驼股份	-1.51	18.28	        155.09亿	      84839.57	    39.85	电气设备	  -1581万	-0.16	          0.85	18.55	18.55	18.09	18.56	   1596	131078456	  0.74	-0.28	
601179	中国西电	0.75	5.39	        276.29亿	     512588.25	    29.79	电气设备	  927.8万	0.18	          0.35	5.34	5.41	5.31	5.35	   2067	96196240	  2.19	0.04	
601126	四方股份	-0.90	9.92	         80.67亿	      81317.20	    52.53	电气设备	 -278.0万	0.00	          0.44	9.96	10.04	9.81	10.01	    886	35125072	  0.95	-0.09	
600973	宝胜股份	0.13	7.85	         52.04亿	      66299.35	    39.49	电气设备	   65.3万	0.00	          0.72	7.80	7.86	7.77	7.84	   1092	37381544	  0.72	0.01	
600885	宏发股份	-1.03	35.55	        189.12亿	      53197.25	    28.96	电气设备	  -70.0万	0.42	          0.34	35.81	36.19	34.83	35.92	   1233	64323920	  0.43	-0.37	
600875	东方电气	-0.20	9.75	        194.70亿	     199690.03	--  	电气设备	  -1509万	-0.10	          0.42	9.77	9.77	9.69	9.77	   1267	80637888	  0.92	-0.02	
600869	智慧能源	-0.45	8.94	        177.02亿	     198008.67	    47.82	电气设备	 -673.9万	0.11	          0.35	8.93	8.95	8.84	8.98	   1370	62139820	  1.10	-0.04	
600847	万里股份	1.94	34.18	         52.39亿	      15328.74	--  	电气设备	   3150万	-0.05	          4.74	33.59	34.50	33.07	33.53	   1854	246427408	  1.00	0.65	
600590	泰豪科技	-0.10	19.53	         98.04亿	      50200.57	   177.13	电气设备	 -250.9万	-0.10	          0.82	19.26	19.73	19.26	19.55	    905	80128280	  0.54	-0.02	
600580	卧龙电气	-0.30	9.99	        110.94亿	     111052.72	    44.97	电气设备	 -294.9万	0.20	          0.43	10.00	10.05	9.93	10.02	    981	48029816	  0.71	-0.03	
600577	精达股份	0.00	4.18	         59.32亿	     141913.13	    36.19	电气设备	   0.00	0.00	          0.00	--  	--  	--  	4.18	      1	0	  0.00	0.00	
600560	金自天正	-0.24	16.54	         36.99亿	      22364.55	   126.54	电气设备	 -147.0万	-0.06	          1.64	16.51	16.62	16.30	16.58	   1123	60478452	  0.72	-0.04	
600550	保变电气	-1.17	6.73	         92.40亿	     137299.09	    81.09	电气设备	 -619.4万	-0.14	          0.94	6.74	6.81	6.60	6.81	   1625	86198744	  1.01	-0.08	
600525	长园集团	0.00	13.90	        153.87亿	     110699.70	    33.92	电气设备	   0.00	0.00	          0.00	--  	--  	--  	13.90	      1	0	  0.00	0.00	
600517	置信电气	-0.88	11.22	        124.95亿	     111366.89	    38.02	电气设备	  -1599万	0.26	          0.97	11.30	11.36	11.06	11.32	   1528	120563024	  0.79	-0.10	
600482	中国动力	-0.50	33.77	        177.07亿	      52434.19	    63.65	电气设备	  -1052万	0.11	          0.73	34.03	34.03	33.52	33.94	   1461	128660576	  0.70	-0.17	
600468	百利电气	1.01	14.03	         64.00亿	      45619.19	   141.59	电气设备	  899.0万	0.14	          0.80	13.91	14.06	13.75	13.89	    930	50538200	  1.49	0.14	
600416	湘电股份	-1.26	13.27	         93.28亿	      70292.89	    86.09	电气设备	  -1932万	-0.22	          0.92	13.40	13.48	13.20	13.44	   1586	85859784	  0.75	-0.17	
600405	动力源	0.75	12.14	         51.46亿	      42389.28	--  	电气设备	  336.8万	0.08	          1.29	12.07	12.20	12.05	12.05	   1548	66257628	  0.84	0.09	
600379	宝光股份	1.02	19.80	         46.70亿	      23585.83	    96.74	电气设备	 -490.0万	0.25	          1.89	19.69	19.97	19.55	19.60	   1021	88443792	  0.77	0.20	
600312	平高电气	-0.62	17.60	        144.14亿	      81896.61	    19.07	电气设备	  -2048万	0.22	          1.67	17.70	17.79	17.47	17.71	   1657	240050144	  1.69	-0.11	
600290	华仪电气	-0.66	11.97	         63.07亿	      52688.37	    87.47	电气设备	  252.9万	-0.24	          2.56	11.95	12.18	11.85	12.05	   1926	162443968	  0.91	-0.08	
600268	国电南自	0.00	8.92	         56.66亿	      63524.64	--  	电气设备	   0.00	0.11	          0.64	8.93	8.96	8.78	8.92	   1198	35884656	  0.47	0.00	
