代码	名称	涨幅%%	现价	流通市值	流通股本(万)	市盈(动)	细分行业	当日___超大单	5分钟___涨幅%%	换手%%	今开	最高	最低	昨收	活跃度	总金额	量比	涨跌	
600746	江苏索普	6.69	14.51	         44.21亿	      30466.08	   163.41	化工原料	   2389万	-0.54	          4.83	13.61	14.89	13.35	13.60	   2045	205899440	  1.62	0.91	
600722	金牛化工	-1.97	8.48	         57.69亿	      68031.96	   501.03	化工原料	 -684.4万	-0.58	          1.74	8.62	8.74	8.35	8.65	   1676	101028384	  0.81	-0.17	
600636	三爱富	0.00	13.86	         59.06亿	      42613.17	    70.58	化工原料	   0.00	0.00	          0.00	--  	--  	--  	13.86	      1	0	  0.00	0.00	
600618	氯碱化工	-0.07	13.52	        101.38亿	      74984.00	   633.79	化工原料	 -251.7万	-0.22	          0.50	13.54	13.70	13.28	13.53	   1148	50637080	  0.53	-0.01	
600409	三友化工	-1.39	8.51	        157.47亿	     185038.55	    26.80	化工原料	  -1127万	0.23	          0.68	8.60	8.66	8.43	8.63	   1725	107672696	  0.76	-0.12	
600378	天科股份	2.08	16.67	         49.54亿	      29719.33	   206.40	化工原料	  938.1万	-0.11	          3.17	16.05	16.85	15.91	16.33	   1711	155846944	  2.78	0.34	
600367	红星发展	-1.77	14.97	         43.59亿	      29120.00	    76.13	化工原料	 -739.0万	-0.19	          2.88	15.11	15.25	14.80	15.24	   1927	125110408	  0.91	-0.27	
600328	兰太实业	-1.34	13.96	         50.13亿	      35911.80	    71.99	化工原料	 -955.4万	-0.07	          1.76	14.07	14.13	13.82	14.15	   1381	88078400	  0.68	-0.19	
600319	*ST亚星	0.00	9.74	         30.74亿	      31559.40	--  	化工原料	   0.00	0.00	          0.00	--  	--  	--  	9.74	      1	0	  0.00	0.00	
600309	万华化学	-1.42	20.78	        449.33亿	     216233.45	    16.42	化工原料	  -4153万	-0.09	          0.51	21.05	21.23	20.61	21.08	   1931	229064352	  0.72	-0.30	
600301	*ST南化	0.00	13.47	         31.67亿	      23514.81	--  	化工原料	   0.00	0.00	          0.00	--  	--  	--  	13.47	      1	0	  0.00	0.00	
600281	太化股份	2.65	6.98	         35.91亿	      51440.19	--  	化工原料	  -1530万	0.14	         10.48	6.82	7.38	6.50	6.80	   2191	365877376	  6.83	0.18	
600273	嘉化能源	0.21	9.69	         56.20亿	      57999.83	    16.09	化工原料	 -275.0万	0.20	          1.83	9.70	9.70	9.58	9.67	   1784	102243928	  0.83	0.02	
600228	昌九生化	0.00	14.50	         34.99亿	      24132.00	--  	化工原料	   0.00	0.00	          0.00	--  	--  	--  	14.50	      1	0	  0.00	0.00	
600160	巨化股份	-1.62	10.96	        198.48亿	     181091.59	   237.26	化工原料	  -2272万	-0.09	          0.84	11.11	11.14	10.92	11.14	   1743	167724848	  0.52	-0.18	
600141	兴发集团	0.29	13.79	         66.23亿	      48029.71	    67.43	化工原料	  250.5万	-0.14	          2.20	13.70	13.93	13.67	13.75	   1679	146331360	  1.02	0.04	
600135	乐凯胶片	-0.58	15.45	         56.91亿	      36834.30	    97.46	化工原料	  -1109万	0.06	          1.23	15.54	15.54	15.31	15.54	    934	69840920	  1.01	-0.09	
600091	ST明科	0.27	11.20	         37.69亿	      33652.60	--  	化工原料	 -175.1万	0.00	          0.41	11.11	11.22	11.03	11.17	    428	15187052	  0.51	0.03	
600078	澄星股份	-0.99	7.01	         46.45亿	      66257.28	    88.69	化工原料	 -729.0万	0.00	          1.84	7.07	7.08	6.97	7.08	   1350	85532448	  0.81	-0.07	
600075	新疆天业	1.20	13.44	         58.95亿	      43859.19	    17.37	化工原料	  729.6万	0.07	          1.71	13.32	13.48	13.31	13.28	   2119	100339168	  0.85	0.16	
300535	达威股份	0.17	93.99	         14.04亿	       1494.00	   113.72	化工原料	 -342.1万	0.01	          8.02	93.20	94.20	92.22	93.83	   1634	111860872	  0.69	0.16	
300530	达志科技	0.00	78.81	         13.79亿	       1750.00	   120.64	化工原料	  385.3万	-0.01	         10.33	78.90	79.72	77.31	78.81	   1992	142056368	  0.70	0.00	
300505	川金诺	4.65	68.84	         16.07亿	       2335.00	   154.11	化工原料	   2103万	-0.01	         36.60	68.89	72.00	67.70	65.78	   3345	596741056	  3.87	3.06	
300487	蓝晓科技	1.18	57.60	         18.98亿	       3295.94	    93.66	化工原料	  359.8万	-0.17	          8.35	56.85	58.60	56.81	56.93	   2397	158863200	  0.97	0.67	
300481	濮阳惠成	0.54	37.04	         27.02亿	       7294.00	    93.38	化工原料	   38.6万	0.10	          5.35	36.70	37.25	36.19	36.84	   2347	142837952	  1.07	0.20	
300459	金科娱乐	3.31	15.30	         58.92亿	      38508.35	   180.12	化工原料	   6477万	0.00	         12.76	14.75	15.49	14.70	14.81	   4343	749124352	  1.89	0.49	
300446	乐凯新材	0.00	41.32	         31.11亿	       7528.20	    49.70	化工原料	  163.5万	0.00	          1.12	41.32	41.68	40.96	41.32	    861	34606920	  0.59	0.00	
300437	清水源	-2.74	28.04	         22.20亿	       7917.50	   181.66	化工原料	 -549.9万	-0.07	          3.80	28.59	28.87	27.81	28.83	   1594	84573872	  0.80	-0.79	
300429	强力新材	3.05	40.54	         40.19亿	       9913.03	    93.08	化工原料	  512.7万	-0.04	          2.30	39.32	40.70	39.00	39.34	   1649	91753480	  1.76	1.20	
300405	科隆精化	-1.81	50.36	         16.90亿	       3355.62	   461.73	化工原料	 -156.0万	-0.09	          7.53	51.08	52.52	50.30	51.29	   1964	129221128	  1.28	-0.93	
300387	富邦股份	-0.69	31.88	         13.03亿	       4087.54	    45.58	化工原料	  -69.3万	-0.09	          2.90	32.10	32.26	31.54	32.10	    921	37699008	  0.72	-0.22	
300243	瑞丰高材	--  	15.18	         20.13亿	      13260.95	   100.69	化工原料	--  	--  	          0.00	--  	--  	--  	15.18	      0	0	  0.00	--  	
300214	日科化学	-1.65	8.35	         24.59亿	      29451.41	    38.03	化工原料	 -965.3万	-0.11	          3.80	8.42	8.45	8.27	8.49	   1926	93286112	  0.63	-0.14	
300200	高盟新材	2.32	17.17	         34.91亿	      20331.50	    49.43	化工原料	 -146.9万	0.23	          2.77	16.83	17.17	16.72	16.78	   1789	96103184	  1.74	0.39	
300174	元力股份	3.80	51.08	         37.55亿	       7350.41	   166.33	化工原料	   1977万	0.17	          2.84	49.63	51.10	48.95	49.21	   1396	104773584	  1.09	1.87	
300135	宝利国际	-0.95	5.20	         37.04亿	      71238.49	   124.39	化工原料	 -843.0万	-0.19	          2.17	5.24	5.24	5.16	5.25	   1734	80277336	  0.51	-0.05	
300132	青松股份	0.74	10.86	         29.92亿	      27550.32	   156.01	化工原料	  -1290万	-0.18	          7.45	10.90	11.20	10.67	10.78	   2160	224237536	  1.38	0.08	
300121	阳谷华泰	-2.60	18.32	         49.36亿	      26945.91	    44.17	化工原料	  -2297万	0.10	          1.77	18.70	18.78	18.08	18.81	   1405	87318296	  0.62	-0.49	
300109	新开源	0.38	52.30	         43.88亿	       8390.58	   104.56	化工原料	  180.6万	0.09	          1.37	52.10	52.44	51.84	52.10	   1011	60215948	  0.91	0.20	
300107	建新股份	0.66	7.66	         25.79亿	      33668.69	   163.12	化工原料	 -566.2万	0.13	          2.50	7.61	7.74	7.52	7.61	   1147	64262192	  0.61	0.05	
300082	奥克股份	-1.59	8.03	         54.11亿	      67386.14	    84.60	化工原料	  -1119万	0.12	          1.92	8.10	8.12	7.95	8.16	   2110	103859728	  0.65	-0.13	
300054	鼎龙股份	-0.99	25.09	         75.92亿	      30258.49	    61.32	化工原料	 -343.2万	-0.07	          0.68	25.34	25.34	24.91	25.34	    862	51660696	  0.84	-0.25	
300041	回天新材	0.30	13.23	         33.61亿	      25407.69	    42.09	化工原料	   59.1万	-0.15	          1.39	13.12	13.28	13.11	13.19	   1350	46817848	  0.75	0.04	
300037	新宙邦	3.85	56.70	         61.71亿	      10883.75	    41.90	化工原料	   2832万	0.12	          5.20	54.70	56.87	54.50	54.60	   2785	315654688	  1.40	2.10	
300019	硅宝科技	-1.56	13.92	         30.24亿	      21721.02	    62.09	化工原料	 -482.4万	0.14	          2.15	14.09	14.09	13.75	14.14	   1512	65002876	  1.25	-0.22	
002810	山东赫达	3.38	54.69	         13.11亿	       2398.00	   107.85	化工原料	   1892万	0.40	         21.07	52.12	54.69	51.60	52.90	   3130	270328096	  0.97	1.79	
002809	红墙股份	-0.20	73.30	         14.66亿	       2000.00	    85.91	化工原料	  222.5万	0.06	          6.80	73.02	73.59	72.48	73.45	   1867	99342408	  0.66	-0.15	
002805	丰元股份	2.90	54.56	         13.22亿	       2422.89	   181.71	化工原料	  878.6万	0.14	         12.85	52.66	54.90	52.52	53.02	   2684	168677424	  0.85	1.54	
002802	洪汇新材	10.00	71.84	         19.40亿	       2700.00	   156.05	化工原料	   4327万	0.00	         20.93	65.81	71.84	65.36	65.31	   2179	393687872	  1.84	6.53	
002783	凯龙股份	-1.32	96.20	         20.08亿	       2087.00	    71.51	化工原料	 -616.2万	0.08	          6.55	97.78	97.85	95.92	97.49	   1666	131842344	  0.93	-1.29	
002753	永东股份	-1.27	28.09	         15.99亿	       5692.50	    94.01	化工原料	   0.00	-0.07	          2.44	28.52	28.53	28.00	28.45	   1218	39287328	  0.98	-0.36	
002748	世龙实业	0.54	20.44	         15.10亿	       7387.12	    67.66	化工原料	 -451.3万	-0.29	         10.00	20.40	20.88	20.24	20.33	   2689	151627008	  0.78	0.11	
002741	光华科技	-0.66	21.09	         28.63亿	      13576.79	   117.46	化工原料	 -400.0万	0.04	          1.66	21.22	21.22	20.98	21.23	   1442	47552140	  0.94	-0.14	
002709	天赐材料	1.42	48.45	         69.97亿	      14442.54	    40.92	化工原料	  -1254万	0.02	          4.01	47.77	49.00	47.18	47.77	   2770	277809504	  1.24	0.68	
002683	宏大爆破	-2.08	9.42	         44.82亿	      47580.08	   822.75	化工原料	 -477.2万	0.00	          1.64	9.62	9.73	9.30	9.62	   1532	73579712	  1.17	-0.20	
002669	康达新材	0.04	25.91	         40.71亿	      15713.83	    52.93	化工原料	  214.7万	0.03	          1.40	25.88	25.95	25.42	25.90	   1112	56667532	  0.75	0.01	
002666	德联集团	0.00	8.47	         37.61亿	      44406.46	    47.86	化工原料	 -109.9万	0.11	          1.26	8.47	8.51	8.39	8.47	    996	47024224	  1.04	0.00	
002648	卫星石化	0.10	9.88	         79.04亿	      80000.00	   255.42	化工原料	   69.0万	0.10	          0.46	9.87	9.92	9.82	9.87	    763	36095368	  0.57	0.01	
002643	万润股份	0.83	41.28	        127.97亿	      31000.53	    40.51	化工原料	 -270.6万	0.00	          1.05	41.00	41.51	40.48	40.94	   2694	132878192	  0.83	0.34	
002632	道明光学	--  	11.98	         66.30亿	      55341.55	   158.43	化工原料	--  	--  	          0.00	--  	--  	--  	11.98	      0	0	  0.00	--  	
002601	佰利联	-1.10	14.34	         85.46亿	      59593.12	   204.90	化工原料	 -692.0万	-0.13	          1.68	14.52	14.58	14.26	14.50	   2574	143750784	  0.94	-0.16	
002597	金禾实业	-0.40	15.12	         83.81亿	      55430.28	    18.06	化工原料	 -240.8万	0.26	          0.97	15.16	15.20	14.89	15.18	   1551	81099816	  0.78	-0.06	
002584	西陇科学	--  	15.88	         41.20亿	      25943.76	    84.12	化工原料	--  	--  	          0.00	--  	--  	--  	15.88	      0	0	  0.00	--  	
002562	兄弟科技	2.13	15.35	         33.32亿	      21706.92	    64.00	化工原料	  990.6万	0.06	          5.42	15.14	15.37	15.00	15.03	   2977	179383632	  1.19	0.32	
002497	雅化集团	-0.42	7.05	         54.79亿	      77719.00	    42.46	化工原料	 -468.3万	0.00	          1.02	7.08	7.08	7.00	7.08	   1612	55691584	  0.89	-0.03	
002476	宝莫股份	-2.60	10.12	         60.87亿	      60151.10	   201.74	化工原料	  -3622万	0.09	          3.40	10.29	10.35	10.07	10.39	   2631	207651728	  0.80	-0.27	
002455	百川股份	-0.50	9.89	         29.54亿	      29870.09	    76.44	化工原料	   62.0万	-0.10	          2.66	9.90	9.98	9.82	9.94	   1853	78459512	  0.96	-0.05	
002453	天马精化	1.01	9.98	         51.77亿	      51874.33	   225.89	化工原料	  665.6万	0.20	          1.88	9.81	10.06	9.80	9.88	   1979	97019448	  0.44	0.10	
002450	康得新	-0.82	18.10	        519.38亿	     286951.25	    32.49	化工原料	  -8608万	-0.11	          0.93	18.23	18.25	18.02	18.25	   2939	484440288	  1.33	-0.15	
002442	龙星化工	-0.98	15.14	         26.56亿	      17542.23	--  	化工原料	 -146.9万	0.33	          1.70	15.16	15.28	14.82	15.29	    909	44706048	  0.64	-0.15	
002409	雅克科技	0.49	24.79	         40.92亿	      16506.00	   136.13	化工原料	  182.3万	0.00	          1.49	24.40	24.98	24.35	24.67	   1174	60518456	  1.19	0.12	
002408	齐翔腾达	-1.13	6.10	        102.24亿	     167607.48	    40.52	化工原料	  -3055万	0.00	          1.07	6.14	6.18	6.04	6.17	   1593	109532568	  0.82	-0.07	
002407	多氟多	-0.40	32.07	        152.55亿	      47566.58	    40.22	化工原料	  -1079万	0.00	          2.86	32.20	32.26	31.67	32.20	   3886	434728544	  0.85	-0.13	
002386	天原集团	-2.29	8.12	         54.53亿	      67155.25	--  	化工原料	  -2188万	0.00	          3.79	8.28	8.33	8.04	8.31	   3155	207530304	  0.93	-0.19	
002361	神剑股份	-0.53	7.50	         40.97亿	      54624.55	    42.19	化工原料	 -377.0万	0.00	          1.31	7.52	7.58	7.42	7.54	   1238	53368608	  0.83	-0.04	
002360	同德化工	2.25	13.18	         32.16亿	      24402.96	    83.96	化工原料	 -203.3万	-0.07	          2.51	12.80	13.26	12.80	12.89	   1438	79801600	  1.51	0.29	
002341	新纶科技	0.15	20.11	         55.97亿	      27829.56	    89.78	化工原料	  -10.4万	0.09	          2.62	20.01	20.25	19.77	20.08	   2385	146214064	  0.77	0.03	
002326	永太科技	-1.15	17.14	         91.14亿	      53171.78	    61.72	化工原料	 -317.0万	-0.05	          1.30	17.29	17.48	17.05	17.34	   2398	118959808	  0.94	-0.20	
002250	联化科技	-0.23	17.11	        101.41亿	      59267.82	    29.02	化工原料	  -1231万	-0.05	          1.16	17.11	17.16	16.69	17.15	   1673	116022984	  0.84	-0.04	
002246	北化股份	5.48	14.43	         59.69亿	      41368.64	    77.14	化工原料	   2498万	-0.06	          5.60	13.81	14.65	13.75	13.68	   3273	331060672	  2.54	0.75	
002226	江南化工	0.34	8.86	         70.10亿	      79119.59	    83.50	化工原料	  600.8万	0.00	          0.78	8.83	8.94	8.80	8.83	   1539	55065116	  1.12	0.03	
002165	红 宝 丽	--  	8.57	         45.22亿	      52759.83	    40.76	化工原料	--  	--  	          0.00	--  	--  	--  	8.57	      0	0	  0.00	--  	
002145	中核钛白	-1.20	6.60	         67.45亿	     102201.14	   497.15	化工原料	  -3.17亿	0.00	         15.96	6.78	6.96	6.45	6.68	   4376	1085731200	  3.87	-0.08	
002136	安 纳 达	0.96	15.82	         33.76亿	      21338.40	   418.00	化工原料	 -186.7万	0.06	          2.65	15.72	15.85	15.41	15.67	   1734	88261952	  1.07	0.15	
002125	湘潭电化	0.62	21.03	         29.26亿	      13913.05	   411.88	化工原料	  -1338万	0.00	          2.65	20.88	21.09	20.61	20.90	   1427	76893168	  0.91	0.13	
002109	*ST兴化	-2.54	7.29	         26.13亿	      35840.00	--  	化工原料	 -543.1万	-1.08	          2.22	7.43	7.53	7.29	7.48	   1281	58782120	  1.09	-0.19	
002096	南岭民爆	0.19	15.45	         57.30亿	      37085.19	   183.10	化工原料	 -479.2万	-0.19	          0.86	15.40	15.59	15.17	15.42	   1291	49089152	  1.20	0.03	
002092	中泰化学	0.19	10.54	        102.71亿	      97447.13	    41.55	化工原料	  -5257万	0.09	          5.32	10.58	10.77	10.39	10.52	   3980	546865536	  0.75	0.02	
002068	黑猫股份	-1.88	7.32	         44.43亿	      60695.80	--  	化工原料	 -785.3万	0.00	          0.89	7.44	7.49	7.25	7.46	   1314	39844052	  0.66	-0.14	
002061	*ST江化	--  	7.29	         33.04亿	      45325.96	   126.89	化工原料	--  	--  	          0.00	--  	--  	--  	7.29	      0	0	  0.00	--  	
002054	德美化工	1.45	11.93	         37.56亿	      31481.14	    25.12	化工原料	  346.2万	0.00	          2.94	11.76	11.96	11.67	11.76	   2134	109594072	  1.31	0.17	
002053	云南能投	--  	14.35	         53.34亿	      37170.21	    43.34	化工原料	--  	--  	          0.00	--  	--  	--  	14.35	      0	0	  0.00	--  	
002037	久联发展	2.05	18.90	         61.87亿	      32736.82	   704.19	化工原料	  262.8万	0.21	          2.25	18.45	18.95	18.36	18.52	   2419	138517760	  1.44	0.38	
002002	鸿达兴业	-0.15	6.77	        139.78亿	     206467.92	    29.64	化工原料	  -1020万	-0.14	          0.53	6.78	6.81	6.70	6.78	   2055	73387736	  1.17	-0.01	
000990	诚志股份	0.57	17.75	         52.72亿	      29702.83	--  	化工原料	  617.3万	-0.05	          1.33	17.65	17.84	17.41	17.65	   1986	69752160	  1.15	0.10	
000985	大庆华科	-0.14	27.59	         35.77亿	      12963.95	   184.74	化工原料	 -301.3万	0.32	          1.72	27.65	27.79	27.05	27.63	   1234	60999108	  0.84	-0.04	
000822	山东海化	-0.53	5.60	         50.12亿	      89508.02	    94.67	化工原料	   0.00	0.00	          0.69	5.62	5.66	5.55	5.63	   1152	34514708	  0.44	-0.03	
000818	方大化工	1.04	14.56	         99.01亿	      68000.00	   472.61	化工原料	  -99.0万	0.13	          3.00	14.41	14.85	14.30	14.41	   2977	296483712	  0.67	0.15	
000755	山西三维	1.12	9.97	         46.78亿	      46925.58	--  	化工原料	  707.8万	0.00	          7.29	9.75	10.05	9.56	9.86	   3744	336427520	  0.63	0.11	
000707	双环科技	0.00	8.15	         37.83亿	      46414.42	   179.43	化工原料	 -695.8万	0.00	          2.28	8.10	8.16	7.99	8.15	   1504	85376496	  0.59	0.00	
000698	沈阳化工	4.32	7.25	         31.35亿	      43235.28	    21.54	化工原料	   3226万	0.00	          9.46	6.99	7.48	6.90	6.95	   3459	294796096	  4.76	0.30	
000683	远兴能源	-1.55	3.17	         66.34亿	     209275.81	   153.40	化工原料	   1427万	0.00	          5.65	3.20	3.26	3.15	3.22	   4154	377959648	  1.16	-0.05	
000635	英 力 特	-3.46	18.67	         56.59亿	      30308.75	    85.81	化工原料	  -1440万	0.10	          7.57	19.00	19.00	18.21	19.34	   3505	427664160	  0.70	-0.67	
000545	金浦钛业	-0.96	6.17	         59.20亿	      95940.31	    90.30	化工原料	 -298.9万	-0.16	          1.40	6.23	6.25	6.12	6.23	   2168	83028048	  1.07	-0.06	
000510	金路集团	1.43	8.49	         47.84亿	      56343.35	   312.97	化工原料	   1527万	-0.11	          5.14	8.35	8.65	8.32	8.37	   3088	246028160	  0.87	0.12	
603993	洛阳钼业	-0.80	3.72	        481.88亿	    1295373.13	    61.36	小金属	  -1037万	-0.26	          0.15	3.75	3.75	3.70	3.75	   1834	72970168	  0.94	-0.03	
603799	华友钴业	-1.34	29.42	         79.81亿	      27127.19	--  	小金属	   1300万	0.10	          3.15	29.68	29.75	29.12	29.82	   2390	250808880	  0.65	-0.40	
603399	新华龙	0.99	10.19	         50.87亿	      49925.07	--  	小金属	  229.5万	0.09	          2.34	10.09	10.29	10.09	10.09	   1770	118886928	  0.69	0.10	
601958	金钼股份	-0.39	7.73	        249.42亿	     322660.44	--  	小金属	 -157.4万	0.00	          0.17	7.77	7.77	7.68	7.76	   1054	41074528	  0.94	-0.03	
600711	盛屯矿业	-0.68	7.34	        106.93亿	     145674.73	   101.52	小金属	 -601.7万	0.00	          0.82	7.39	7.40	7.27	7.39	   1608	87369040	  0.70	-0.05	
600615	丰华股份	-1.45	20.37	         38.22亿	      18762.44	   248.52	小金属	 -172.4万	-0.04	          1.45	20.55	20.67	20.11	20.67	   1238	55288100	  0.61	-0.30	
600549	厦门钨业	-1.01	25.46	        225.72亿	      88657.39	   201.22	小金属	  -1091万	-0.11	          0.79	25.72	25.75	25.26	25.72	   1766	177831024	  1.06	-0.26	
600459	贵研铂业	-1.07	25.90	         67.59亿	      26097.76	    82.52	小金属	 -842.0万	-0.03	          2.42	26.19	26.37	25.65	26.18	   1726	164197248	  0.69	-0.28	
600456	宝钛股份	-0.31	19.04	         81.92亿	      43026.57	--  	小金属	  141.2万	-0.10	          0.79	19.11	19.16	18.84	19.10	   1244	64707424	  0.61	-0.06	
600432	*ST吉恩	0.00	7.19	         58.32亿	      81112.15	--  	小金属	   0.00	0.00	          0.00	--  	--  	--  	7.19	      1	0	  0.00	0.00	
600392	盛和资源	-1.74	14.10	        132.69亿	      94103.93	--  	小金属	  -3799万	0.14	          1.73	14.25	14.33	14.00	14.35	   2164	229049936	  0.97	-0.25	
600390	*ST金瑞	0.00	14.95	         67.46亿	      45125.64	    45.09	小金属	   0.00	0.00	          0.00	--  	--  	--  	14.95	      1	0	  0.00	0.00	
600259	广晟有色	-1.83	48.20	        124.50亿	      25830.58	--  	小金属	  -4492万	-0.20	          1.49	49.10	49.10	47.60	49.10	   1547	185719456	  0.98	-0.90	
600111	北方稀土	-0.48	12.43	        451.59亿	     363306.59	   722.54	小金属	  -1604万	0.08	          0.33	12.48	12.48	12.36	12.49	   2041	149965568	  0.84	-0.06	
300034	钢研高纳	-0.70	21.38	         89.31亿	      41772.46	    96.27	小金属	 -353.1万	-0.09	          0.57	21.54	21.58	21.10	21.53	   1114	50348204	  0.69	-0.15	
002716	金贵银业	-1.51	22.23	         64.46亿	      28998.92	    69.87	小金属	  -3543万	0.00	          5.49	22.39	22.49	22.05	22.57	   3910	353887104	  0.79	-0.34	
002466	天齐锂业	0.68	38.68	        381.33亿	      98585.70	    25.75	小金属	  850.2万	-0.02	          1.05	38.65	38.76	38.35	38.42	   3481	397719072	  0.89	0.26	
002460	赣锋锂业	0.03	29.17	        151.19亿	      51831.71	    39.47	小金属	   16.5万	-0.03	          1.79	29.21	29.35	28.88	29.16	   3239	270221632	  0.80	0.01	
002428	云南锗业	0.34	14.66	         94.17亿	      64238.62	--  	小金属	  334.2万	0.41	          0.77	14.65	14.75	14.50	14.61	   1523	72553976	  0.76	0.05	
002378	章源钨业	0.00	10.35	         95.52亿	      92293.34	--  	小金属	  198.6万	0.00	          0.65	10.34	10.38	10.22	10.35	   1395	62015880	  0.74	0.00	
002340	格林美	-0.42	7.15	        166.81亿	     233297.20	    60.54	小金属	 -818.2万	0.14	          0.93	7.20	7.20	7.10	7.18	   3176	154291728	  0.68	-0.03	
002182	云海金属	0.44	20.66	         45.48亿	      22014.94	    47.74	小金属	 -483.1万	0.14	          2.99	20.69	20.83	20.30	20.57	   2479	135487072	  0.80	0.09	
002167	东方锆业	2.62	11.76	         55.51亿	      47198.51	--  	小金属	   5649万	-0.25	          6.11	11.39	11.97	11.36	11.46	   3294	338726720	  1.07	0.30	
002149	西部材料	-5.83	32.49	         56.74亿	      17463.00	   689.20	小金属	  -1908万	-0.03	          4.44	34.40	34.70	31.45	34.50	   2472	254416304	  1.69	-2.01	
000962	*ST东钽	-0.76	10.38	         45.76亿	      44083.10	--  	小金属	 -100.7万	-0.09	          1.12	10.44	10.52	10.31	10.46	   1291	51181956	  1.09	-0.08	
000960	锡业股份	-2.18	13.01	        157.35亿	     120942.29	  1542.80	小金属	  -9918万	-0.07	          3.61	13.19	13.23	12.76	13.30	   3640	567479872	  1.27	-0.29	
000831	*ST五稀	-0.53	11.36	        111.43亿	      98088.13	--  	小金属	 -818.5万	0.00	          0.74	11.38	11.40	11.23	11.42	   1428	81930512	  1.07	-0.06	
000762	西藏矿业	-0.76	18.38	         87.48亿	      47595.00	   453.17	小金属	 -528.8万	-0.10	          1.30	18.55	18.55	18.23	18.52	   2428	113615904	  0.93	-0.14	
000697	炼石有色	0.29	23.96	        108.81亿	      45413.32	--  	小金属	 -673.7万	-0.04	          1.64	24.00	24.28	23.82	23.89	   1738	178515584	  0.83	0.07	
000693	ST华泽	--  	12.50	         32.28亿	      25820.75	--  	小金属	--  	--  	          0.00	--  	--  	--  	12.50	      0	0	  0.00	--  	
000657	中钨高新	0.06	16.39	         40.25亿	      24557.07	  1029.75	小金属	 -491.4万	-0.06	          2.18	16.48	16.55	16.31	16.38	   1848	87932816	  0.98	0.01	
601899	紫金矿业	-0.31	3.17	        500.98亿	    1580380.38	    63.42	黄金	  -2965万	0.00	          0.37	3.17	3.18	3.15	3.18	   2378	186114368	  0.88	-0.01	
601069	西部黄金	-0.30	23.15	         43.93亿	      18975.00	   113.48	黄金	 -778.0万	0.00	          2.79	23.12	23.20	22.92	23.22	   2060	122007432	  0.65	-0.07	
600988	赤峰黄金	-1.17	16.08	         98.14亿	      61034.19	    64.40	黄金	  -2834万	0.06	          1.67	16.27	16.27	15.88	16.27	   2210	163408720	  0.87	-0.19	
600766	园城黄金	0.63	16.08	         36.01亿	      22393.21	   693.89	黄金	  -59.5万	-0.06	          2.25	15.90	16.26	15.80	15.98	   1303	80838664	  0.72	0.10	
600687	刚泰控股	0.00	16.42	        177.10亿	     107853.95	    49.38	黄金	   0.00	0.00	          0.00	--  	--  	--  	16.42	      1	0	  0.00	0.00	
600547	山东黄金	-1.58	37.26	        530.24亿	     142307.23	    47.86	黄金	  -1.39亿	-0.02	          1.24	37.50	37.75	36.87	37.86	   2604	654809344	  0.72	-0.60	
600489	中金黄金	-0.76	11.80	        407.23亿	     345113.72	   104.92	黄金	  -5755万	0.08	          0.90	11.89	11.89	11.70	11.89	   2577	363367008	  0.72	-0.09	
600385	山东金泰	-1.86	21.60	         30.84亿	      14277.37	   497.37	黄金	 -532.8万	0.04	          3.46	21.94	22.02	21.16	22.01	   1696	106479424	  0.79	-0.41	
600311	荣华实业	-1.33	6.68	         44.46亿	      66560.00	--  	黄金	 -967.2万	0.00	          1.93	6.81	6.81	6.60	6.77	   1474	85936528	  0.99	-0.09	
002237	恒邦股份	-0.94	11.57	         94.43亿	      81619.97	    47.37	黄金	 -949.2万	0.00	          1.42	11.67	11.67	11.42	11.68	   2406	133259448	  0.79	-0.11	
002155	湖南黄金	-0.94	11.61	        115.65亿	      99610.96	   136.50	黄金	  -1569万	-0.08	          1.18	11.75	11.75	11.52	11.72	   3036	136289296	  0.62	-0.11	
601020	华钰矿业	-1.29	29.03	         15.10亿	       5200.00	   158.41	铅锌	 -248.1万	0.00	          5.25	29.47	29.47	28.80	29.41	   1627	79416568	  1.20	-0.38	
600961	株冶集团	-1.34	10.34	         54.54亿	      52745.78	   232.10	铅锌	 -542.0万	0.00	          1.18	10.39	10.46	10.29	10.48	   1040	64512412	  1.19	-0.14	
600531	豫光金铅	-1.00	8.87	         78.57亿	      88575.22	   109.47	铅锌	 -724.2万	0.22	          1.27	8.95	8.95	8.81	8.96	   2067	99612720	  0.86	-0.09	
600497	驰宏锌锗	-0.73	5.45	        181.76亿	     333512.19	   700.51	铅锌	  -3227万	0.00	          1.19	5.49	5.49	5.42	5.49	   2291	216159200	  0.95	-0.04	
600338	西藏珠峰	0.00	30.66	         48.54亿	      15833.33	    37.97	铅锌	   0.00	0.00	          0.00	--  	--  	--  	30.66	      1	0	  0.00	0.00	
600331	宏达股份	-0.65	6.14	         63.36亿	     103200.00	   246.87	铅锌	  -1452万	-0.16	          1.66	6.11	6.16	6.04	6.18	   1271	104328768	  1.03	-0.04	
002114	罗平锌电	0.38	26.50	         22.84亿	       8620.66	--  	铅锌	  600.2万	-0.03	          4.71	26.20	26.77	26.11	26.40	   2004	107493488	  1.06	0.10	
000975	银泰资源	--  	15.00	        131.78亿	      87856.03	    91.60	铅锌	--  	--  	          0.00	--  	--  	--  	15.00	      0	0	  0.00	--  	
