                  通达股份 (002560)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2016/06/22	   10.09	   10.17	    9.98	   10.15	        7471141	      10.12	      10.26	      10.34	      25.63	      -2.73	      -3.60	       1.74	      -2.73	      -3.60	       1.74	
 2016/06/23	   10.18	   10.47	   10.01	   10.39	       15606543	      10.18	      10.23	      10.36	      25.15	      -2.53	      -3.39	       1.71	      -2.53	      -3.39	       1.71	
 2016/06/24	   10.43	   10.43	    9.80	   10.10	       15060472	      10.17	      10.15	      10.36	      24.69	      -2.37	      -3.18	       1.63	      -2.37	      -3.18	       1.63	
 2016/06/27	   10.02	   10.79	    9.94	   10.59	       21935644	      10.25	      10.20	      10.39	      24.22	      -2.18	      -2.98	       1.61	      -2.18	      -2.98	       1.61	
 2016/06/28	   10.45	   11.65	   10.40	   11.65	       47583532	      10.58	      10.37	      10.47	      23.71	      -1.92	      -2.77	       1.70	      -1.92	      -2.77	       1.70	
 2016/06/29	   11.90	   11.98	   11.40	   11.67	       38663716	      10.88	      10.50	      10.56	      23.22	      -1.69	      -2.55	       1.73	      -1.69	      -2.55	       1.73	
 2016/06/30	   11.66	   11.84	   11.44	   11.59	       21462276	      11.12	      10.65	      10.61	      22.70	      -1.50	      -2.34	       1.69	      -1.50	      -2.34	       1.69	
 2016/07/01	   11.52	   11.70	   11.32	   11.36	       17992284	      11.37	      10.77	      10.63	      22.15	      -1.35	      -2.14	       1.59	      -1.35	      -2.14	       1.59	
 2016/07/04	   11.22	   12.24	   11.13	   12.14	       34493560	      11.68	      10.97	      10.69	      21.57	      -1.16	      -1.95	       1.58	      -1.16	      -1.95	       1.58	
 2016/07/05	   12.14	   12.84	   11.96	   12.23	       37730312	      11.80	      11.19	      10.76	      21.01	      -0.98	      -1.75	       1.54	      -0.98	      -1.75	       1.54	
 2016/07/06	   12.20	   12.69	   11.91	   12.57	       31642558	      11.98	      11.43	      10.84	      20.48	      -0.81	      -1.57	       1.51	      -0.81	      -1.57	       1.51	
 2016/07/07	   12.48	   12.48	   12.00	   12.23	       27521684	      12.11	      11.61	      10.92	      19.93	      -0.69	      -1.39	       1.40	      -0.69	      -1.39	       1.40	
 2016/07/08	   12.17	   12.45	   12.02	   12.17	       16469742	      12.27	      11.82	      10.99	      19.44	      -0.60	      -1.23	       1.27	      -0.60	      -1.23	       1.27	
 2016/07/11	   12.26	   12.36	   12.02	   12.05	       15473109	      12.25	      11.97	      11.08	      18.93	      -0.53	      -1.09	       1.13	      -0.53	      -1.09	       1.13	
 2016/07/12	   12.05	   12.19	   11.53	   11.99	       16595296	      12.20	      12.00	      11.18	      18.41	      -0.47	      -0.97	       1.00	      -0.47	      -0.97	       1.00	
 2016/07/13	   12.10	   12.20	   11.95	   12.06	       11708597	      12.10	      12.04	      11.27	      17.90	      -0.41	      -0.86	       0.89	      -0.41	      -0.86	       0.89	
 2016/07/14	   12.10	   12.50	   11.90	   12.49	       22412990	      12.15	      12.13	      11.39	      17.41	      -0.33	      -0.75	       0.84	      -0.33	      -0.75	       0.84	
 2016/07/15	   12.43	   12.43	   12.10	   12.17	       13781499	      12.15	      12.21	      11.49	      16.90	      -0.29	      -0.66	       0.74	      -0.29	      -0.66	       0.74	
 2016/07/18	   12.05	   12.13	   11.88	   11.93	        9616027	      12.13	      12.19	      11.58	      16.43	      -0.27	      -0.58	       0.62	      -0.27	      -0.58	       0.62	
 2016/07/19	   11.90	   12.02	   11.87	   12.00	        6700066	      12.13	      12.17	      11.68	      16.00	      -0.25	      -0.51	       0.53	      -0.25	      -0.51	       0.53	
 2016/07/20	   12.04	   12.13	   11.96	   11.97	        7336845	      12.11	      12.11	      11.77	      15.53	      -0.23	      -0.46	       0.46	      -0.23	      -0.46	       0.46	
 2016/07/21	   11.96	   12.07	   11.89	   11.93	        7918063	      12.00	      12.08	      11.84	      15.08	      -0.21	      -0.41	       0.39	      -0.21	      -0.41	       0.39	
 2016/07/22	   12.01	   12.09	   11.83	   11.84	        8122450	      11.93	      12.04	      11.93	      14.61	      -0.21	      -0.37	       0.32	      -0.21	      -0.37	       0.32	
 2016/07/25	   11.82	   11.84	   11.57	   11.66	        7714702	      11.88	      12.00	      11.98	      14.14	      -0.22	      -0.34	       0.24	      -0.22	      -0.34	       0.24	
 2016/07/26	   11.67	   11.90	   11.67	   11.89	        6295037	      11.86	      11.99	      12.00	      13.70	      -0.20	      -0.31	       0.22	      -0.20	      -0.31	       0.22	
 2016/07/27	   11.99	   12.35	   11.40	   11.75	       24743756	      11.81	      11.96	      12.00	      13.24	      -0.20	      -0.29	       0.18	      -0.20	      -0.29	       0.18	
 2016/07/28	   11.54	   11.82	   11.08	   11.34	       14500624	      11.70	      11.85	      11.99	      12.73	      -0.23	      -0.27	       0.10	      -0.23	      -0.27	       0.10	
 2016/07/29	   11.35	   11.44	   11.00	   11.08	        7756701	      11.54	      11.74	      11.97	      12.21	      -0.27	      -0.27	       0.01	      -0.27	      -0.27	       0.01	
 2016/08/01	   11.08	   11.08	   10.32	   10.53	        9417767	      11.32	      11.60	      11.89	      11.61	      -0.34	      -0.29	      -0.10	      -0.34	      -0.29	      -0.10	
 2016/08/02	   10.53	   10.63	   10.44	   10.62	        4885309	      11.06	      11.46	      11.81	      11.08	      -0.38	      -0.31	      -0.16	      -0.38	      -0.31	      -0.16	
 2016/08/03	   10.60	   10.66	   10.50	   10.60	        5621250	      10.83	      11.32	      11.71	      11.04	      -0.42	      -0.33	      -0.18	      -0.42	      -0.33	      -0.18	
 2016/08/04	   10.63	   10.66	   10.50	   10.66	        4993460	      10.70	      11.20	      11.64	      11.02	      -0.43	      -0.35	      -0.17	      -0.43	      -0.35	      -0.17	
 2016/08/05	   10.65	   10.66	   10.52	   10.53	        4128606	      10.59	      11.07	      11.55	      11.01	      -0.45	      -0.37	      -0.16	      -0.45	      -0.37	      -0.16	
 2016/08/08	   10.54	   10.72	   10.32	   10.72	        6511920	      10.63	      10.97	      11.49	      11.00	      -0.45	      -0.38	      -0.12	      -0.45	      -0.38	      -0.12	
 2016/08/09	   10.67	   10.87	   10.67	   10.81	        5439789	      10.66	      10.86	      11.43	      11.00	      -0.43	      -0.39	      -0.07	      -0.43	      -0.39	      -0.07	
 2016/08/10	   10.81	   10.87	   10.74	   10.76	        4933212	      10.70	      10.76	      11.36	      11.00	      -0.41	      -0.40	      -0.03	      -0.41	      -0.40	      -0.03	
 2016/08/11	   10.72	   10.82	   10.49	   10.51	        5330763	      10.67	      10.68	      11.27	      11.00	      -0.42	      -0.40	      -0.03	      -0.42	      -0.40	      -0.03	
 2016/08/12	   10.50	   10.77	   10.47	   10.70	        4883563	      10.70	      10.64	      11.19	      11.01	      -0.40	      -0.40	       0.00	      -0.40	      -0.40	       0.00	
 2016/08/15	   10.80	   10.96	   10.61	   10.92	        8425124	      10.74	      10.68	      11.14	      11.03	      -0.37	      -0.39	       0.06	      -0.37	      -0.39	       0.06	
 2016/08/16	   10.92	   10.98	   10.84	   10.89	        7893570	      10.76	      10.71	      11.09	      11.04	      -0.34	      -0.38	       0.09	      -0.34	      -0.38	       0.09	
 2016/08/17	   10.93	   11.39	   10.89	   11.31	       14047174	      10.87	      10.78	      11.05	      11.05	      -0.28	      -0.36	       0.17	      -0.28	      -0.36	       0.17	
 2016/08/18	   11.23	   11.34	   11.11	   11.19	        8187917	      11.00	      10.83	      11.02	      11.07	      -0.24	      -0.34	       0.20	      -0.24	      -0.34	       0.20	
 2016/08/19	   11.19	   11.22	   11.03	   11.15	        5691260	      11.09	      10.90	      10.98	      11.09	      -0.20	      -0.31	       0.21	      -0.20	      -0.31	       0.21	
 2016/08/22	   11.15	   11.17	   10.75	   10.75	        9189423	      11.06	      10.90	      10.94	      11.10	      -0.21	      -0.29	       0.16	      -0.21	      -0.29	       0.16	
 2016/08/23	   10.75	   10.98	   10.74	   10.96	        7503980	      11.07	      10.91	      10.89	      11.12	      -0.19	      -0.27	       0.15	      -0.19	      -0.27	       0.15	
 2016/08/24	   11.11	   11.21	   10.92	   11.12	        8986869	      11.03	      10.95	      10.86	      11.14	      -0.17	      -0.25	       0.17	      -0.17	      -0.25	       0.17	
 2016/08/25	   11.02	   11.40	   10.84	   11.32	       14938485	      11.06	      11.03	      10.86	      11.15	      -0.13	      -0.23	       0.20	      -0.13	      -0.23	       0.20	
 2016/08/26	   11.28	   11.37	   11.19	   11.21	       10348373	      11.07	      11.08	      10.86	      11.16	      -0.10	      -0.20	       0.19	      -0.10	      -0.20	       0.19	
 2016/08/29	   11.26	   11.27	   10.98	   11.09	        6984466	      11.14	      11.10	      10.89	      11.16	      -0.09	      -0.18	       0.17	      -0.09	      -0.18	       0.17	
 2016/08/30	   11.08	   11.39	   11.06	   11.24	        9235684	      11.20	      11.13	      10.92	      11.16	      -0.07	      -0.16	       0.17	      -0.07	      -0.16	       0.17	
 2016/08/31	   11.26	   11.30	   11.03	   11.19	        5478423	      11.21	      11.12	      10.95	      11.17	      -0.06	      -0.14	       0.16	      -0.06	      -0.14	       0.16	
 2016/09/01	   11.14	   11.27	   11.14	   11.22	        6147759	      11.19	      11.13	      10.98	      11.18	      -0.05	      -0.12	       0.15	      -0.05	      -0.12	       0.15	
 2016/09/02	   11.18	   11.85	   11.09	   11.45	       19915826	      11.24	      11.15	      11.03	      11.19	      -0.02	      -0.10	       0.16	      -0.02	      -0.10	       0.16	
 2016/09/05	   11.45	   11.65	   11.25	   11.33	       12054581	      11.29	      11.21	      11.06	      11.21	      -0.00	      -0.08	       0.15	      -0.00	      -0.08	       0.15	
 2016/09/06	   11.28	   11.86	   11.00	   11.81	       27193386	      11.40	      11.30	      11.11	      11.24	       0.04	      -0.06	       0.20	       0.04	      -0.06	       0.20	
 2016/09/07	   11.73	   11.98	   11.59	   11.61	       21988610	      11.48	      11.35	      11.15	      11.26	       0.07	      -0.03	       0.20	       0.07	      -0.03	       0.20	
 2016/09/08	   11.59	   11.80	   11.55	   11.69	       10600639	      11.58	      11.38	      11.21	      11.29	       0.09	      -0.01	       0.19	       0.09	      -0.01	       0.19	
 2016/09/09	   11.75	   11.78	   11.42	   11.45	       10096811	      11.58	      11.41	      11.25	      11.31	       0.09	       0.01	       0.15	       0.09	       0.01	       0.15	
 2016/09/12	   11.18	   11.42	   11.11	   11.30	       10063460	      11.57	      11.43	      11.26	      11.33	       0.07	       0.02	       0.10	       0.07	       0.02	       0.10	
 2016/09/13	   11.39	   11.97	   11.25	   11.82	       15990742	      11.57	      11.49	      11.31	      11.36	       0.10	       0.04	       0.12	       0.10	       0.04	       0.12	
 2016/09/14	   11.77	   12.14	   11.66	   11.89	       26336280	      11.63	      11.56	      11.34	      11.39	       0.13	       0.06	       0.14	       0.13	       0.06	       0.14	
 2016/09/19	   11.89	   11.96	   11.75	   11.88	       11056970	      11.67	      11.62	      11.37	      11.41	       0.15	       0.08	       0.14	       0.15	       0.08	       0.14	
 2016/09/20	   11.88	   12.15	   11.70	   11.90	       17643088	      11.76	      11.67	      11.41	      11.44	       0.16	       0.09	       0.14	       0.16	       0.09	       0.14	
 2016/09/21	   11.96	   12.48	   11.87	   12.32	       32137840	      11.96	      11.77	      11.49	      11.47	       0.21	       0.12	       0.18	       0.21	       0.12	       0.18	
 2016/09/22	   12.30	   12.39	   12.10	   12.17	       19007996	      12.03	      11.80	      11.55	      11.48	       0.23	       0.14	       0.18	       0.23	       0.14	       0.18	
 2016/09/23	   12.13	   12.22	   11.89	   11.99	       14433059	      12.05	      11.84	      11.59	      11.48	       0.22	       0.15	       0.14	       0.22	       0.15	       0.14	
 2016/09/26	   11.84	   11.96	   11.30	   11.31	       15215064	      11.94	      11.80	      11.59	      11.48	       0.17	       0.16	       0.02	       0.17	       0.16	       0.02	
 2016/09/27	   11.22	   11.37	   11.08	   11.32	       11399304	      11.82	      11.79	      11.60	      11.48	       0.12	       0.15	      -0.06	       0.12	       0.15	      -0.06	
 2016/09/28	   11.28	   11.55	   11.25	   11.41	       10357290	      11.64	      11.80	      11.62	      11.47	       0.09	       0.14	      -0.10	       0.09	       0.14	      -0.10	
 2016/09/29	   11.50	   11.50	   11.20	   11.24	        7288665	      11.45	      11.74	      11.61	      11.45	       0.05	       0.12	      -0.14	       0.05	       0.12	      -0.14	
 2016/09/30	   11.26	   11.65	   11.20	   11.52	        9480702	      11.36	      11.71	      11.63	      11.43	       0.04	       0.10	      -0.13	       0.04	       0.10	      -0.13	
 2016/10/10	   11.58	   12.67	   11.58	   12.67	       34746912	      11.63	      11.79	      11.70	      11.44	       0.13	       0.11	       0.04	       0.13	       0.11	       0.04	
 2016/10/25	   12.80	   13.86	   12.67	   12.84	       53749716	      11.94	      11.88	      11.77	      11.45	       0.20	       0.13	       0.15	       0.20	       0.13	       0.15	
 2016/10/26	   12.95	   13.17	   12.52	   13.02	       38349048	      12.26	      11.95	      11.86	      11.47	       0.28	       0.16	       0.24	       0.28	       0.16	       0.24	
 2016/10/27	   12.90	   12.92	   12.51	   12.60	       19182014	      12.53	      11.99	      11.90	      11.48	       0.30	       0.19	       0.23	       0.30	       0.19	       0.23	
 2016/10/28	   12.63	   12.69	   12.11	   12.16	       19355372	      12.66	      12.01	      11.93	      11.48	       0.28	       0.20	       0.15	       0.28	       0.20	       0.15	
 2016/10/31	   12.18	   12.38	   12.09	   12.35	       11870278	      12.59	      12.11	      11.96	      11.48	       0.27	       0.22	       0.11	       0.27	       0.22	       0.11	
 2016/11/01	   12.20	   12.44	   12.10	   12.35	       17942756	      12.50	      12.22	      12.00	      11.48	       0.26	       0.23	       0.07	       0.26	       0.23	       0.07	
 2016/11/02	   12.28	   12.28	   11.91	   11.94	       16269444	      12.28	      12.27	      12.04	      11.48	       0.22	       0.23	      -0.01	       0.22	       0.23	      -0.01	
数据来源:通达信
